time,WS_Avg,WD_Avg,Ta_Avg,RH_Avg,Vapor_Avg,DR_Avg,UR_Avg,DLR_Avg,ULR_Avg,Rn_Avg,Albedo_Avg,T_NR01_C_Avg,Snow_Depth
2023/1/28 20:00,4.704,195.2,-1.62,40.01,0.217,578,402,233.4,309.6,99.8,0.696,3.189,1.343
2023/1/28 20:30,3.234,149,-1.49,39.87,0.218,944,676.6,233.4,308,193.3,0.716,2.622,1.346
2023/1/28 21:00,5.88,229,-0.833,33.98,0.195,855,628,224.1,312.3,139.3,0.734,3.251,1.347
2023/1/28 21:30,2.842,263.5,-0.978,34.46,0.196,841,638.9,215.8,309.6,107.9,0.76,3.503,1.353
2023/1/28 22:00,2.156,253.1,-1.552,35.25,0.192,685.6,553.8,197,306.9,22.06,0.808,1.971,1.352
2023/1/28 22:30,2.45,2.622,-1.648,31.83,0.172,596.5,518.7,187,304.6,-39.72,0.87,1.447,1.352
2023/1/28 23:00,4.312,172.2,-2.021,31.73,0.167,515.9,465.9,181.3,299.8,-68.41,0.903,-0.063,1.35
2023/1/28 23:30,2.842,266.7,-1.43,33.45,0.184,285,267.4,181.3,299.6,-100.7,0.938,0.189,1.351
2023/1/29 00:00,5.684,273.8,-2.1,36.97,0.194,334.4,343.3,182,296.6,-123.5,1.027,-0.482,1.351
2023/1/29 00:30,3.92,262.9,-2.526,40.8,0.207,245.6,277.7,180.2,291.2,-143.1,1.131,-2.159,1.351
2023/1/29 01:00,3.822,299.8,-4.039,44.75,0.203,33.97,27.27,184.8,279.9,-88.4,0.803,-1.635,1.349
2023/1/29 01:30,1.372,245.1,-4.406,46.88,0.207,16.38,17.26,181.8,270.1,-89.2,1.053,-4.757,1.352
2023/1/29 02:00,2.254,253.7,-4.866,49.87,0.212,8.49,11.13,180.7,266,-88,1.311,-5.219,1.351
2023/1/29 02:30,0.588,6.174,-5.328,51.76,0.213,0,1.114,179.5,258.7,-80.2,0,-6.246,1.349
2023/1/29 03:00,0.686,327.7,-6.13,55.02,0.213,0,0.557,177.6,259.6,-82.6,0,-6.77,1.348
2023/1/29 03:30,4.116,200.8,-6.551,56.13,0.21,0,0.557,176.2,253.8,-78.21,0,-7.566,1.352
2023/1/29 04:00,1.176,328.7,-7.123,58.15,0.208,0,0,175,249,-74,0,-8.24,1.349
2023/1/29 04:30,4.802,154.5,-7.549,61.61,0.214,0,0,175.2,253.3,-78.03,0,-8.24,1.354
2023/1/29 05:00,1.078,51.01,-7.697,65.27,0.224,0,0,210.7,255.8,-45.09,0,-8.4,1.353
2023/1/29 05:30,2.45,253.8,-7.98,64.15,0.215,0,0,187.9,254.8,-66.88,0,-8.51,1.351
2023/1/29 06:00,0.588,85.2,-7.74,64.63,0.221,0,0.557,206.5,254.9,-48.94,0,-8.59,1.347
2023/1/29 06:30,3.332,153.6,-8.07,66.86,0.223,0,0.279,183,252.5,-69.78,0,-8.95,1.357
2023/1/29 07:00,1.862,217,-8.21,66.38,0.219,0,0.557,177.9,250.1,-72.76,0,-8.87,1.353
2023/1/29 07:30,2.842,228.8,-8.16,66.62,0.22,0,0.557,173.9,249.5,-76.13,0,-8.95,1.349
2023/1/29 08:00,2.058,263.7,-8.93,71.01,0.221,0,0.557,182,247.8,-66.3,0,-9.58,1.349
2023/1/29 08:30,3.43,189.9,-8.87,69.99,0.219,0,0,214.4,250.9,-36.5,0,-9.41,1.347
2023/1/29 09:00,2.548,184.4,-9.3,71.19,0.215,0,0.557,189.9,248.4,-59.11,0,-9.85,1.351
2023/1/29 09:30,1.274,171.9,-9.59,71.57,0.212,0,0.557,182.3,243.8,-62.1,0,-10.58,1.349
2023/1/29 10:00,2.548,159.2,-11.16,70.24,0.183,0,0,189.3,241.4,-52.13,0,-11.29,1.354
2023/1/29 10:30,3.822,125.9,-11.21,74.94,0.195,0,0,169.4,238.1,-68.65,0,-12.11,1.351
2023/1/29 11:00,1.372,196.9,-10.01,73.06,0.209,0,1.95,199.9,239,-41.07,0,-11.9,1.351
2023/1/29 11:30,1.764,131.4,-10.77,79.67,0.215,2.125,2.229,245.4,246.3,-0.977,1.049,-12.03,1.35
2023/1/29 12:00,5.194,157.5,-7.564,57.6,0.2,1.215,1.393,249.3,259.2,-10.05,1.147,-8.66,1.348
2023/1/29 12:30,2.058,159.9,-7.425,58.83,0.206,0,0.279,251.4,265.3,-14.23,0,-7.611,1.344
2023/1/29 13:00,2.94,181.5,-7.154,58.82,0.21,0,0.557,253.5,266.9,-14.02,0,-7.652,1.347
2023/1/29 13:30,2.156,181.4,-7.641,62.44,0.215,0,0,256.8,268.6,-11.87,0,-7.673,1.347
2023/1/29 14:00,2.254,185.8,-8.7,70.49,0.224,0,0,263,268.5,-5.408,0,-8.41,1.347
2023/1/29 14:30,1.96,171.5,-8.69,74.74,0.237,0,0,263.8,268.8,-4.989,0,-8.7,1.346
2023/1/29 15:00,2.058,192,-9.03,78.47,0.243,0,0,264.4,269.4,-5.054,0,-9.01,1.347
2023/1/29 15:30,0.784,148.8,-9.32,82.6,0.25,0.304,0.557,266.8,269.5,-2.895,1.835,-9.45,1.351
2023/1/29 16:00,0,0,-9.6,87,0.257,4.554,3.622,271,270.8,1.153,0.795,-9.35,1.356
2023/1/29 16:30,1.666,128.2,-9.99,89.1,0.255,20.64,17.55,274.2,270.7,6.625,0.85,-9.35,1.355
2023/1/29 17:00,0,0,-9.65,89.9,0.265,40.99,38.72,276,271.9,6.303,0.945,-8.91,1.349
2023/1/29 17:30,0.294,71.1,-9.47,88.2,0.263,83.5,89.4,278.6,270.5,2.146,1.071,-8.17,1.339
2023/1/29 18:00,0.882,231.5,-9.14,84.5,0.259,81.1,88.9,282,272,2.165,1.096,-7.4,1.327
2023/1/29 18:30,0.882,8.9,-8.9,80.1,0.25,140.2,151.2,285.5,269.6,4.88,1.078,-6.54,1.33
2023/1/29 19:00,1.47,188.7,-8.77,73.34,0.231,128.1,137.3,287.8,269.7,8.88,1.072,-5.953,1.342
2023/1/29 19:30,0.686,187.7,-8.38,68.24,0.222,205.8,210,291,270.2,16.56,1.02,-5.031,1.328
2023/1/29 20:00,3.626,295.1,-8.25,52.82,0.174,213.7,213.9,288.9,270.2,18.47,1.001,-5.744,1.344
2023/1/29 20:30,4.9,269.4,-8.01,47.35,0.158,206.7,173.2,246.7,268,12.21,0.838,-6.121,1.31
2023/1/29 21:00,0.392,293,-8.44,45.09,0.146,246.7,205,241.9,266.6,17.08,0.831,-6.308,1.323
2023/1/29 21:30,1.666,3.354,-8.21,42.59,0.14,214.9,180.4,241.4,266.3,9.56,0.84,-6.329,1.329
2023/1/29 22:00,0.294,274.2,-8.54,41.73,0.134,205.2,171.8,239.5,265,7.834,0.837,-6.622,1.315
2023/1/29 22:30,2.058,228.3,-8.35,40.53,0.132,246.4,203.8,236.9,266.4,13.17,0.827,-6.246,1.315
2023/1/29 23:00,0.392,88.4,-8.73,42.38,0.134,162.1,136.2,238.5,264.1,0.274,0.84,-6.623,1.315
2023/1/29 23:30,2.254,140.1,-8.73,40.98,0.13,148.1,123.9,236.4,262.9,-2.283,0.837,-6.978,1.318
2023/1/30 00:00,0.588,344.6,-9.11,40.53,0.124,275,235.6,225.8,263.9,1.338,0.857,-7.062,1.317
2023/1/30 00:30,5.488,133,-8.92,36.05,0.112,263.7,333,157.4,258.1,-170,1.263,-6.496,1.33
2023/1/30 01:00,3.234,172.3,-11.48,38.16,0.097,29.74,20.88,154.4,235.1,-71.78,0.702,-8.19,1.332
2023/1/30 01:30,2.058,155,-11.03,37.38,0.099,22.15,21.16,151.6,231.8,-79.16,0.955,-11.08,1.324
2023/1/30 02:00,1.568,118.8,-11,35.96,0.095,11.23,13.37,149.1,224.6,-77.68,1.19,-12.21,1.334
2023/1/30 02:30,0.882,122.6,-11.42,32.82,0.084,0,2.786,144.9,228.5,-86.3,0,-12.46,1.325
2023/1/30 03:00,1.96,186.3,-14.09,29.47,0.061,0,0,143,216.7,-73.7,0,-13.55,1.332
2023/1/30 03:30,1.666,122.5,-12.93,31.7,0.072,0,1.393,140.3,210.9,-72.04,0,-14.95,1.331
2023/1/30 04:00,0,0,-12.06,29.44,0.072,0,0,140.8,208.2,-67.38,0,-14.02,1.329
2023/1/30 04:30,2.156,211.5,-12.78,28.79,0.066,0,0,140.8,215.5,-74.68,0,-13.74,1.334
2023/1/30 05:00,3.43,291.8,-12.2,28.69,0.069,0,0.557,139.4,226.1,-87.3,0,-13.22,1.328
2023/1/30 05:30,1.47,286.1,-11.73,27.45,0.069,0,0,140.4,220.3,-79.89,0,-12.74,1.329
2023/1/30 06:00,0.196,85.9,-12.49,28.55,0.067,0,0,140.5,212.8,-72.35,0,-13.45,1.326
2023/1/30 06:30,3.038,78.79,-12.16,27.83,0.067,0,0,139.7,211.7,-71.95,0,-13.62,1.335
2023/1/30 07:00,3.234,190.1,-13.31,28,0.062,0,0,140.3,212.3,-72.04,0,-14.04,1.345
2023/1/30 07:30,2.548,179.6,-13.11,30.37,0.068,0,0.836,139.2,210.9,-72.54,0,-14.79,1.337
2023/1/30 08:00,2.94,183.6,-14.11,28.83,0.059,0,0,140.7,212.1,-71.4,0,-14.42,1.337
2023/1/30 08:30,5.194,227.4,-12.1,28.45,0.069,0,0,139.3,220.4,-81,0,-13.5,1.329
2023/1/30 09:00,4.606,168.7,-12.24,29.48,0.071,0,0.836,140.7,226.7,-86.8,0,-13.14,1.329
2023/1/30 09:30,1.372,250.1,-14.22,34.82,0.071,0,0,140.4,212.7,-72.3,0,-14.45,1.332
2023/1/30 10:00,3.626,213,-13.97,35.3,0.073,0,0.279,140.4,214.8,-74.62,0,-15.17,1.325
2023/1/30 10:30,3.528,164.3,-14.44,38.74,0.078,0,0,144.1,208.2,-64.1,0,-16.11,1.341
2023/1/30 11:00,1.666,118.6,-14.44,43.85,0.088,0,0.279,144,208.1,-64.41,0,-15.88,1.335
2023/1/30 11:30,2.058,180.3,-15.16,47.04,0.089,0,0,145.5,209.7,-64.28,0,-16.23,1.343
2023/1/30 12:00,1.568,144,-14.04,46.91,0.097,0,0.836,145.7,211,-66.17,0,-15.75,1.336
2023/1/30 12:30,2.744,179.3,-15.97,54,0.095,0,0,145.1,207.6,-62.56,0,-16.86,1.333
2023/1/30 13:00,3.43,171.8,-16.64,55.17,0.092,0,0,145.8,208.5,-62.71,0,-17.7,1.337
2023/1/30 13:30,3.038,180.2,-15.39,61.2,0.113,0,1.394,145.7,210.9,-66.58,0,-17.05,1.332
2023/1/30 14:00,3.724,183.1,-17.21,62.13,0.099,0,0,145.1,207.7,-62.64,0,-17.95,1.333
2023/1/30 14:30,3.822,180.2,-17.25,62.27,0.099,0,0,145.7,207.9,-62.2,0,-17.97,1.333
2023/1/30 15:00,3.136,155.5,-19.7,65.6,0.084,0,0,147.3,206.3,-59.05,0,-19.49,1.333
2023/1/30 15:30,4.018,180.5,-17.87,65.98,0.099,0,0.836,145.5,211,-66.36,0,-18.1,1.335
2023/1/30 16:00,3.528,184.4,-15.43,67.73,0.125,13.37,15.06,146.8,211.2,-66.14,1.126,-16.97,1.339
2023/1/30 16:30,4.116,173.7,-17.21,66.86,0.106,26.74,24.26,149,212.7,-61.17,0.907,-17.53,1.342
2023/1/30 17:00,3.528,179.8,-16.83,71.94,0.118,69.59,58,151.2,211.8,-49.06,0.833,-17.55,1.335
2023/1/30 17:30,1.176,150.4,-15.29,62.44,0.117,447,337.4,208.8,234.5,84,0.755,-13.91,1.33
2023/1/30 18:00,1.176,149.1,-12.02,53.02,0.129,317.4,236.3,228.7,253.3,56.52,0.745,-7.926,1.336
2023/1/30 18:30,0.392,169.2,-9.18,45.86,0.14,561.1,417.9,184.8,263.9,64.1,0.745,-1.867,1.34
2023/1/30 19:00,0.392,257.2,-9.42,45.49,0.136,431.2,324.1,216.1,267.7,55.47,0.752,-0.21,1.339
2023/1/30 19:30,0.098,185.8,-8.96,45.85,0.142,332.8,245.8,202.1,268.1,20.96,0.739,-0.398,1.34
2023/1/30 20:00,0.686,188.8,-10.45,52.93,0.146,579.5,452.5,193.2,264.9,55.39,0.781,-3.542,1.336
2023/1/30 20:30,1.764,188.1,-9.93,60.11,0.173,432.5,341.8,219.3,274.9,35.15,0.79,-4.442,1.334
2023/1/30 21:00,0.392,205.7,-10.16,55.29,0.156,712.5,592,187.7,270.1,38.16,0.831,-6.515,1.333
2023/1/30 21:30,1.96,179.1,-10.01,52.9,0.151,895,765.1,193.8,275.5,48.01,0.855,-4.945,1.333
2023/1/30 22:00,1.96,125.1,-9.68,48,0.141,772.3,680.8,182.2,276.1,-2.467,0.882,-4.735,1.333
2023/1/30 22:30,3.43,191.2,-9.44,45.99,0.138,325.8,253.8,197.6,274.2,-4.636,0.779,-6.055,1.333
2023/1/30 23:00,4.116,145.6,-8.81,41.13,0.129,774.4,703,211.3,286.9,-4.218,0.908,-3.186,1.335
2023/1/30 23:30,2.45,139.2,-9.77,49.61,0.145,333.3,259.9,239.4,277,35.81,0.78,-6.912,1.335
2023/1/31 00:00,9.51,344.6,-10.24,59.17,0.166,223.9,170.9,235.1,274.3,13.83,0.763,-7.269,1.34
2023/1/31 00:30,1.568,48.36,-10.81,72.7,0.195,101.9,84.6,258.9,272,4.203,0.83,-9.15,1.337
2023/1/31 01:00,4.312,22.95,-12.09,85.4,0.207,82.9,71.29,261.1,267.4,5.203,0.86,-11.18,1.333
2023/1/31 01:30,0.49,330.6,-11.98,86.3,0.211,94.7,82.4,252.8,266.2,-1.079,0.871,-10.98,1.335
2023/1/31 02:00,5.194,9.77,-12.11,82.7,0.2,45.53,40.66,246.1,263.6,-12.62,0.893,-11.39,1.332
2023/1/31 02:30,3.724,10.55,-12.83,72.4,0.165,0,0.836,162.3,242.2,-80.7,0,-12.67,1.331
2023/1/31 03:00,2.058,183.7,-13.91,67.83,0.142,0,0,154.1,226.1,-72,0,-13.88,1.337
2023/1/31 03:30,2.058,181.7,-14.38,67.53,0.136,0,0,156,223.7,-67.71,0,-15.14,1.336
2023/1/31 04:00,3.136,176.7,-15.09,68.88,0.131,0,0,165.9,224,-58.12,0,-15.73,1.336
2023/1/31 04:30,2.352,180.8,-14.7,70.77,0.139,0,0.836,153.3,220.9,-68.46,0,-15.5,1.338
2023/1/31 05:00,2.254,177.8,-16.23,71.88,0.124,0,0,150.1,216,-65.86,0,-16.77,1.335
2023/1/31 05:30,4.116,163.2,-16.46,79.02,0.134,0,0,143.1,214.4,-71.3,0,-18.09,1.343
2023/1/31 06:00,3.332,184.4,-14.82,67.68,0.131,0,1.394,136.7,212.1,-76.85,0,-16.42,1.341
2023/1/31 06:30,2.548,174.2,-16.11,67.89,0.118,0,0.279,136.4,210.2,-74.07,0,-16.88,1.337
2023/1/31 07:00,3.234,186.3,-17.02,65.49,0.106,0,0.558,133.2,209,-76.37,0,-18.09,1.331
2023/1/31 07:30,3.528,174.7,-17.93,64.43,0.096,0,0,133.1,207.2,-74.1,0,-18.68,1.345
2023/1/31 08:00,4.214,171.6,-18.07,61.18,0.091,0,1.673,130.3,204.3,-75.63,0,-20.18,1.346
2023/1/31 08:30,4.018,178.3,-19.27,53.22,0.071,0,0,127.9,204,-76.09,0,-20.04,1.34
2023/1/31 09:00,3.332,159,-18.31,45.78,0.066,0,0,127.9,206.6,-78.64,0,-18.7,1.331
2023/1/31 09:30,3.626,189.6,-18.55,45.4,0.064,0,1.394,126.2,199.6,-74.74,0,-20.06,1.337
2023/1/31 10:00,3.626,184.4,-17.97,51.82,0.077,0,0,129.3,203.5,-74.15,0,-18.33,1.342
2023/1/31 10:30,4.214,184.8,-17.68,44.93,0.069,0,0,129.3,203.8,-74.52,0,-18.54,1.342
2023/1/31 11:00,3.038,173.6,-17.39,45.13,0.071,0,0.837,128.8,203.2,-75.24,0,-18.62,1.339
2023/1/31 11:30,3.724,182.3,-17.72,44.35,0.068,0,1.115,128.9,201.7,-73.89,0,-19.08,1.336
2023/1/31 12:00,3.038,177.5,-17.48,44.04,0.068,0,0.837,130.7,198.9,-69.05,0,-19.02,1.337
2023/1/31 12:30,3.136,183.8,-18.3,41.98,0.061,0,0,133.6,200.4,-66.81,0,-18.52,1.343
2023/1/31 13:00,3.626,182.1,-18.58,48.46,0.069,0,0,133,202.6,-69.61,0,-18.66,1.331
2023/1/31 13:30,2.254,177.3,-15.66,46.85,0.085,0,0.837,134,200.9,-67.7,0,-17.05,1.34
2023/1/31 14:00,2.548,182,-17.1,52.98,0.085,0,1.394,133.9,206,-73.49,0,-18.43,1.331
2023/1/31 14:30,1.764,181.1,-16.77,48.9,0.081,0,0,132.9,203.1,-70.16,0,-17.66,1.327
2023/1/31 15:00,4.116,178.1,-17.59,47.43,0.073,0,0,131.5,203.1,-71.56,0,-17.74,1.337
2023/1/31 15:30,2.842,179.2,-16.29,44.99,0.077,0,2.509,130.9,197.3,-68.95,0,-17.57,1.344
2023/1/31 16:00,4.116,178,-16.91,45.58,0.074,10.94,12.83,131.2,203,-73.66,1.172,-17.3,1.336
2023/1/31 16:30,4.41,180.4,-18.79,44.14,0.061,22.49,22.31,132.5,204,-71.3,0.992,-18.16,1.34
2023/1/31 17:00,2.156,189.5,-16.1,41.63,0.073,33.73,34.02,130.6,202.6,-72.26,1.008,-17.16,1.339
2023/1/31 17:30,1.764,199.5,-12.35,35.29,0.084,324.2,256.8,132.8,212,-11.73,0.792,-14.27,1.342
2023/1/31 18:00,3.528,168,-14.01,37.02,0.077,409.2,321.1,132.6,225.9,-5.206,0.785,-11.61,1.34
2023/1/31 18:30,2.842,165.3,-13.62,36.73,0.079,482.8,376.4,135.6,233.3,8.79,0.78,-9.08,1.341
2023/1/31 19:00,2.352,176.8,-10.29,34.11,0.095,550.7,429.2,140.7,246.5,15.62,0.779,-6.624,1.339
2023/1/31 19:30,3.626,161.5,-9.46,32.04,0.096,595,475.3,143.6,254.5,8.83,0.799,-3.543,1.337
2023/1/31 20:00,2.058,183.2,-9.01,34.46,0.107,625.5,502.4,150.4,262,11.58,0.803,-1.489,1.338
2023/1/31 20:30,2.548,267.6,-8.84,32.8,0.103,647.8,538.4,151.8,266,-4.909,0.831,-3.772,1.337
2023/1/31 21:00,1.666,225.1,-8.37,28.39,0.092,651.9,562.8,150.4,268.6,-29.14,0.863,-3.583,1.338
2023/1/31 21:30,1.372,269.7,-6.454,26.64,0.101,637.7,578.2,152.5,274.4,-62.33,0.907,-0.713,1.35
2023/1/31 22:00,5.194,202.1,-7.414,29.21,0.102,619.1,576.2,157.6,276.6,-76,0.931,-2.85,1.346
2023/1/31 22:30,2.156,271.5,-7.88,29.45,0.1,577.4,556.5,156.4,275.1,-97.8,0.964,-3.667,1.34
2023/1/31 23:00,4.704,293.8,-9.02,37.05,0.115,539.8,534.8,161.5,272.3,-105.8,0.991,-5.803,1.335
2023/1/31 23:30,2.744,240.5,-8.43,36.27,0.117,585.7,571.4,185.4,275.7,-75.96,0.976,-5.594,1.323
2023/2/1 00:00,6.468,252,-8.96,38.12,0.118,338.2,363.5,163,265.7,-128,1.075,-6.641,1.325
2023/2/1 00:30,0,0,-8.95,39.56,0.123,281.8,329,160,261.5,-148.6,1.167,-7.248,1.324
2023/2/1 01:00,2.94,235,-10.38,46.03,0.128,57.34,48.72,164.7,253.4,-80,0.85,-8.75,1.322
2023/2/1 01:30,2.842,196.1,-11.09,53.13,0.14,38.54,34.52,160.7,244.1,-79.46,0.896,-10.87,1.321
2023/2/1 02:00,2.254,177.6,-12.02,56.5,0.138,17.6,18.1,158.1,236.1,-78.5,1.028,-12.08,1.32
2023/2/1 02:30,2.45,214.6,-12.44,62,0.146,0,2.507,159,230.1,-73.6,0,-13.19,1.319
2023/2/1 03:00,2.058,188.7,-14.43,62.5,0.125,0,0,152.3,225.7,-73.34,0,-14.18,1.323
2023/2/1 03:30,2.744,180.2,-13.95,59.04,0.123,0,0,152.4,224.4,-72.01,0,-14.35,1.325
2023/2/1 04:00,3.136,174.8,-14.7,62.71,0.123,0,0,153.6,219.5,-65.87,0,-15.58,1.328
2023/2/1 04:30,1.764,170.4,-13.31,65.15,0.143,0,1.394,153.3,224.1,-72.22,0,-14.96,1.322
2023/2/1 05:00,3.92,158.1,-13.16,62.17,0.138,0,0.279,151.7,226,-74.61,0,-14.52,1.329
2023/2/1 05:30,2.548,178.8,-13.65,62.2,0.133,0,0,150.2,223.2,-73.06,0,-14.41,1.326
2023/2/1 06:00,3.332,183.2,-15.37,66.8,0.124,0,0,148.9,217.7,-68.83,0,-16.08,1.329
2023/2/1 06:30,2.94,155.3,-14.02,61.94,0.128,0,0.279,148.7,221.3,-72.95,0,-15.44,1.322
2023/2/1 07:00,2.548,183.4,-15.55,65.09,0.119,0,0,149.9,217.3,-67.42,0,-16.11,1.332
2023/2/1 07:30,3.528,180,-16.17,71.1,0.123,0,0,148,214.1,-66.12,0,-17.15,1.329
2023/2/1 08:00,3.43,168.3,-17.31,71.49,0.113,0,0,148.7,213.9,-65.26,0,-17.97,1.326
2023/2/1 08:30,3.822,175.3,-19.8,67,0.085,0,0,148.5,212.6,-64.04,0,-19.43,1.327
2023/2/1 09:00,4.214,168.7,-19.13,73.34,0.099,0,0,148.6,212.5,-63.87,0,-19.8,1.327
2023/2/1 09:30,3.234,186.4,-17.73,75.65,0.115,0,0.279,149.4,212.7,-63.54,0,-18.61,1.329
2023/2/1 10:00,4.018,185.3,-15.53,73.38,0.134,0,0,147.2,212.2,-65.05,0,-16.55,1.326
2023/2/1 10:30,3.626,193.3,-17.02,78.72,0.127,0,0.836,147.3,210.8,-64.41,0,-17.76,1.331
2023/2/1 11:00,4.41,179.1,-17.35,79.31,0.125,0,0,146.7,212.1,-65.37,0,-17.9,1.327
2023/2/1 11:30,2.94,181.3,-17.16,79.45,0.127,0,0.279,146.4,210.1,-63.96,0,-17.72,1.326
2023/2/1 12:00,3.626,177.8,-18.21,83.5,0.122,0,0,147.2,210.7,-63.55,0,-18.91,1.327
2023/2/1 12:30,2.548,179.3,-20.27,77.26,0.095,0,0,148.5,209.8,-61.32,0,-19.95,1.328
2023/2/1 13:00,3.136,184.1,-20.56,72.15,0.086,0,0,150,208.3,-58.35,0,-19.95,1.325
2023/2/1 13:30,3.822,173.6,-21.57,75.96,0.083,0,0,146.2,207.8,-61.6,0,-20.83,1.324
2023/2/1 14:00,2.94,165.5,-18.45,82.9,0.119,0,0.837,150.4,209.6,-59.99,0,-19.87,1.326
2023/2/1 14:30,2.842,181.5,-19.17,79.73,0.107,0,0,144.4,208.7,-64.3,0,-19.52,1.326
2023/2/1 15:00,2.646,161.3,-19.7,84.5,0.109,0,0,146,206.6,-60.59,0,-20.87,1.33
2023/2/1 15:30,3.332,178,-19.45,83.5,0.11,0,2.51,152.7,210.7,-60.48,0,-20.48,1.333
2023/2/1 16:00,2.45,171.6,-17.67,80.8,0.124,13.98,14.5,160.2,214,-54.35,1.037,-19.21,1.327
2023/2/1 16:30,2.45,178,-16.96,74.56,0.121,26.74,25.1,163.1,218.4,-53.64,0.938,-18.04,1.332
2023/2/1 17:00,4.312,171.7,-19.75,75.75,0.097,40.42,32.9,155.5,212.2,-49.24,0.814,-20.01,1.329
2023/2/1 17:30,4.116,168.9,-19.65,73.53,0.095,349.8,238.1,150.1,214.8,46.99,0.681,-19.05,1.329
2023/2/1 18:00,3.038,171.3,-16.5,67.58,0.114,434.8,306.7,145.4,227.8,45.79,0.705,-13.81,1.327
2023/2/1 18:30,3.332,174.8,-15.91,56.61,0.1,649.1,357.3,147.3,237.5,201.6,0.55,-10.42,1.327
2023/2/1 19:00,0.588,190.5,-11.91,54.53,0.134,589.6,408.7,148.5,247.2,82.2,0.693,-6.77,1.326
2023/2/1 19:30,1.274,156.4,-10.76,46.21,0.125,584.5,452.7,149.6,257.6,23.72,0.775,-0.587,1.328
2023/2/1 20:00,0.686,161.4,-9.83,47.45,0.138,626.1,494.6,147.7,262.4,16.85,0.79,0.021,1.327
2023/2/1 20:30,3.822,185.9,-9.9,48.36,0.14,141.6,111.6,170.8,235.1,-34.27,0.788,-0.608,1.326
2023/2/1 21:00,2.058,235.6,-8.74,45.29,0.143,709.3,592.7,162.2,267.3,11.53,0.836,-6.137,1.327
2023/2/1 21:30,0.784,304,-8.97,42.52,0.132,674.5,582.2,176.3,281.8,-13.14,0.863,-1.342,1.326
2023/2/1 22:00,3.332,312.9,-8.23,46.92,0.154,837,720,196.7,287.1,27.07,0.86,-2.033,1.327
2023/2/1 22:30,0.196,294.1,-8.89,48.94,0.153,265,227.9,179.8,271.5,-54.49,0.86,-5.761,1.326
2023/2/1 23:00,4.018,261,-8.54,41.4,0.133,730.7,653.8,205.7,288.9,-6.234,0.895,-3.458,1.325
2023/2/1 23:30,3.626,217.3,-8.49,41.6,0.134,276,216.5,227.7,286.1,1.058,0.784,-2.599,1.325
2023/2/2 00:00,0.196,190.5,-9.11,42.83,0.132,408.5,394.6,202.7,279.2,-62.58,0.966,-5.196,1.324
2023/2/2 00:30,1.96,262.9,-9.87,48.86,0.141,180.8,156.7,211.8,272.1,-36.21,0.867,-7.707,1.323
2023/2/2 01:00,2.744,260.3,-10.34,48.22,0.134,109.5,91.3,175.3,261,-67.49,0.834,-8.52,1.323
2023/2/2 01:30,3.626,220.8,-11,55.48,0.147,92.8,79.9,194,253.5,-46.55,0.861,-10.62,1.323
2023/2/2 02:00,5.586,260.8,-11.55,58.38,0.148,22.15,21.16,161.5,244.1,-81.6,0.955,-11.27,1.322
2023/2/2 02:30,4.998,248.2,-12.06,60.28,0.146,0,2.785,160.7,237.1,-79.19,0,-12.57,1.323
2023/2/2 03:00,2.058,209.3,-12.47,65.09,0.153,0,0,156.9,233,-76.03,0,-12.99,1.324
2023/2/2 03:30,3.136,156.6,-13.8,69.86,0.147,0,0,157.6,228.1,-70.47,0,-14.3,1.321
2023/2/2 04:00,3.43,181.4,-13.18,73.77,0.164,0,0.836,168.8,231.8,-63.84,0,-13.81,1.323
2023/2/2 04:30,4.018,180.3,-13.12,71.21,0.159,0,0,188,236.4,-48.41,0,-13.45,1.324
2023/2/2 05:00,2.548,181.2,-14.03,68.92,0.143,0,0,162.3,229,-66.72,0,-14.37,1.329
2023/2/2 05:30,2.646,179.7,-14.8,71.62,0.139,0,0,153.8,222.3,-68.48,0,-15.25,1.328
2023/2/2 06:00,3.528,175,-14.93,79.48,0.153,0,0,151.7,218.9,-67.23,0,-15.65,1.331
2023/2/2 06:30,3.724,178.8,-15.46,80.5,0.148,0,0.279,150.9,217.7,-67.11,0,-16.75,1.334
2023/2/2 07:00,3.43,190,-15.64,84,0.152,0,0,149.9,217.2,-67.23,0,-16.67,1.327
2023/2/2 07:30,4.802,184.3,-15.69,84.1,0.152,0,0,154.7,219.7,-65.04,0,-16.32,1.33
2023/2/2 08:00,4.41,177.7,-18.42,79.02,0.113,0,0,151.7,216.3,-64.64,0,-18.59,1.327
2023/2/2 08:30,4.41,187.7,-17.88,80.8,0.121,0,0,154.2,216.2,-62.06,0,-18.26,1.329
2023/2/2 09:00,3.724,190,-15.82,87.6,0.157,0,0.279,173.3,228.5,-55.41,0,-16.36,1.324
2023/2/2 09:30,3.528,184.6,-17.4,84.6,0.132,0,0,178.4,228.2,-49.83,0,-17.65,1.327
2023/2/2 10:00,4.312,183.4,-17.12,84.1,0.135,0,0.558,181.3,228.5,-47.76,0,-18.01,1.326
2023/2/2 10:30,3.724,188,-17.16,86.1,0.137,0,1.115,193.5,231,-38.63,0,-18.05,1.334
2023/2/2 11:00,3.724,186.2,-17.5,85.4,0.133,0,0.836,198.6,231.3,-33.58,0,-18.26,1.328
2023/2/2 11:30,3.528,189.7,-18.03,83.6,0.124,0,0,201.6,232.7,-31.08,0,-18.16,1.325
